22.2273 11.1339
2.52294 6.70635
32.7583 13.86
2.41712 7.24314
15.2075 12.7368
6.93111 9.23477
45.1526 24.1828
29.1634 18.0002
34.4599 15.9741
25.4759 17.4978
43.9534 25.4675
43.5543 21.411
25.5168 16.1389
13.1803 10.4428
41.767 17.9723
34.4953 21.2138
25.7523 14.7418
14.0969 14.1237
30.0748 19.9575
14.3059 11.7373
32.2609 14.9503
26.4432 17.5561
16.6498 11.9605
40.819 17.5874
48.8527 26.2351
23.3986 15.9
37.1056 14.852
21.8523 12.391
0.603434 3.68842
24.8406 14.0927
21.7968 12.1163
14.6485 5.46862
11.3467 9.6991
23.9863 18.3892
35.3082 18.8292
16.743 11.7072
1.81944 8.39876
46.6312 18.9711
24.8831 12.2081
11.3345 7.82853
39.0866 24.308
5.31919 6.45584
29.5047 11.3119
17.5449 7.53545
23.2598 15.4352
1.26361 4.06914
10.3033 7.55552
9.82038 3.77657
8.13973 4.57645
26.5392 16.7898
24.107 11.2647
10.4477 10.8542
6.45964 4.05413
24.2346 12.15
21.2221 12.8048
25.5516 15.2352
6.26054 9.11215
19.4504 15.3344
19.7771 15.3756
16.3167 11.7887
5.31139 5.81662
45.3569 20.7074
17.0796 11.7547
23.9181 16.5612
17.8807 9.568
44.5539 18.709
42.9504 18.9141
34.6794 17.1928
29.2545 18.7412
49.2341 25.3328
36.2633 21.979
29.5845 13.5281
8.87994 3.35614
19.4933 14.3154
49.9429 26.4661
48.4854 26.2507
38.0333 19.9516
45.1915 27.4773
26.5338 19.7279
18.5481 10.7425
25.5598 12.9826
39.3962 19.4296
13.0404 13.1233
5.53716 10.5733
21.5796 12.9396
5.60872 5.91196
13.3914 13.3164
15.3064 14.1288
12.3588 10.1482
37.4192 17.7868
9.51538 6.75788
43.1982 21.8037
35.4279 14.2007
41.1754 17.9499
40.5743 18.084
7.77592 3.44028
10.3594 5.63307
26.0116 10.9749
2.57218 1.67798
8.53434 2.7938
34.4626 14.2383
11.2629 7.95794
19.6952 8.22456
24.0456 18.8784
29.9459 20.9008
22.3548 15.4151
18.1305 7.25026
37.6008 22.0398
15.7537 6.28709
47.2289 27.6464
40.4431 24.102
16.0413 5.64313
35.151 17.464
11.4339 12.8723
21.9528 9.27807
49.0009 22.0808
24.6981 19.1584
13.9308 11.0579
8.73171 5.49564
40.9078 24.8879
30.196 19.2212
20.2533 11.0906
18.4747 15.3044
23.0726 15.9678
2.79832 3.12917
1.11799 7.5795
39.4662 19.2147
9.0107 6.96128
22.7206 17.6936
2.40049 7.87109
2.04538 5.26816
39.5419 24.3482
11.7389 6.13009
15.4466 11.5341
23.6835 17.278
21.9748 16.1085
4.87966 6.99122
41.6057 22.0971
36.8057 18.758
0.971932 -0.399131
8.97445 6.87287
0.267739 3.59666
45.1668 26.1695
24.5409 15.7754
18.1473 15.9122
14.2596 7.81888
25.806 18.3559
6.55968 6.40251
9.74031 7.46109
23.7013 17.2191
41.1741 16.4273
46.1138 21.89
